,id,Salario,Perfil,Ativo01,Ativo02,Ativo03,Ativo04,Ativo05,Ativo06,Ativo07,Nota1,Nota2
5694,id0000334,$60.85,Moderado,1125.77,4857.76,4059.21,10913.6,,2278.36,502.97,21.6360180336027,39.02864849206779
5695,id0013946,$7724.53,Agressivo,1605.39,5085.27,4023.47,,,2190.02,502.86,82.58004409347699,92.93234238757832
5696,id0001248,$4.41,Agressivo,,5746.9,2630.25,11355.43,5446.73,,498.42,63.17484571943817,6.630533388698545
5697,id0012614,$38.59,Moderado,898.65,,3411.0,,5009.96,,516.09,34.89636289567929,31.689439919759256
5698,id0029184,$91882.48,Moderado,,4884.04,3439.21,,5625.06,2362.64,506.12,95.794373102387,46.885546872931215
5699,id0018195,$9.57,Conservador,1068.52,4967.37,,,5617.19,2010.85,490.0,59.699151598587385,34.37859272559324
5700,id0027898,$4339.72,Conservador,811.56,,3292.43,,5467.6,2055.76,513.98,71.95001729599664,81.5846309855985
5701,id0013921,$79.75,Conservador,1128.36,5086.54,,14220.67,5894.12,2066.74,504.18,34.55652185314379,4.554520520428296
5702,id0000098,$82952.25,Conservador,1336.55,6417.75,,7901.78,6283.14,,484.79,0.2147853836419577,0.4888145053902004
5703,id0016240,$92.17,Conservador,,5524.27,3576.5,8673.98,4330.38,,494.42,98.91904488809732,
5704,id0034207,$11.24,Conservador,1360.1,5177.65,,32405.87,4812.39,2385.66,506.0,,
5705,id0016336,$451.87,Moderado,1185.84,5537.24,3118.34,,5783.39,,508.83,51.91695670339063,74.2910737895475
5706,id0025458,$449.17,Agressivo,911.0,5145.89,3181.3,15226.16,5227.09,,493.39,99.9761194318896,9.68455133661733
5707,id0017927,$7.06,Moderado,1611.24,4795.9,3500.53,8756.41,4501.8,,500.82,11.79027697447317,25.05975687517993
5708,id0020334,$5103.08,Conservador,1752.58,4890.13,,15476.04,5149.27,2045.96,501.11,97.76233827891572,27.58566668112273
5709,id0007686,$6.52,Conservador,,4751.52,3569.4,,5643.29,2161.4,506.06,1.3578275497641124,72.93080739701044
5710,id0028389,$6566.79,Conservador,1451.46,4961.02,3275.28,18020.97,,2496.95,503.7,99.4747803035501,91.00989803482652
5711,id0004510,$49.14,Conservador,887.01,4876.53,2789.81,,4594.63,,515.37,54.78366798245708,75.29583285869806
5712,id0019655,$12389.11,Agressivo,1450.69,4860.86,,13532.31,4017.2,2033.79,510.34,54.42546942969688,33.239542993482765
5713,id0011004,$9867.10,Conservador,,5240.79,2940.81,14480.55,4038.04,,496.75,49.78502196736432,
5714,id0020161,$3752.85,Moderado,982.57,5184.54,2812.02,20238.07,5723.23,2050.05,502.41,87.64318533423659,57.26268071971965
5715,id0018983,$60.38,Conservador,1036.6,5490.12,2929.31,9663.01,4912.86,,495.22,10.732916676532655,89.53882510590742
5716,id0034200,$2147.51,Conservador,1112.78,5046.57,2826.12,15867.35,4465.2,,499.17,7.035111935007676,95.91612433074476
5717,id0037516,$878.11,Conservador,1038.91,5300.55,,,6378.5,2202.35,512.58,26.95913640585076,34.152684366586946
5718,id0034099,$86.52,Agressivo,1121.54,4664.44,2522.77,7149.52,5503.77,2061.79,478.49,87.57983012502339,67.03567942963411
5719,id0011043,$887.81,Moderado,1122.59,5757.23,3083.13,5200.95,6573.91,2418.73,496.38,39.724282089507255,34.124488503210905
5720,id0035774,$96817.05,Agressivo,896.12,5421.96,2990.58,,4225.25,,503.17,11.026758349035692,64.33769848081859
5721,id0038361,$455.32,Agressivo,1200.02,6360.74,2532.61,,4440.19,,494.19,17.179969872224277,84.63959248668527
5722,id0035867,$72.85,Agressivo,970.79,4981.68,2507.15,6044.49,,,491.17,92.11002811958896,64.10251267391077
5723,id0010882,$89.43,Moderado,,5308.97,3681.57,,4502.27,,489.91,11.72087490827407,64.28588045896957
5724,id0019496,$1167.41,Moderado,1005.5,5414.59,3297.93,,,,503.27,20.282992856536552,89.67793298910395
5725,id0034437,$762.69,Moderado,1087.2,,3414.66,6212.91,5380.03,,511.89,70.6586484319916,6.98671263424302
5726,id0037452,$6873.16,Agressivo,,5050.29,2939.23,17218.39,5289.84,2340.22,497.5,14.973025748922677,71.6345776981186
5727,id0009661,$44822.76,Moderado,816.73,4996.47,,10913.34,,2342.71,517.23,84.06215718026316,21.553220274805906
5728,id0027428,$8326.62,Conservador,1149.72,4842.11,3046.95,5520.26,4609.83,,512.91,78.80470267784912,
5729,id0011162,$9.83,Moderado,931.26,5045.46,3133.65,6164.94,5146.63,2073.04,513.18,93.39160877908316,59.10774328705093
5730,id0013611,$3212.27,Agressivo,,4829.1,3454.5,19623.12,4548.42,2513.07,500.08,82.45197991940503,4.870194328514621
5731,id0025996,$191.97,Agressivo,1226.07,5498.45,3207.65,18884.08,4768.88,,501.38,86.25092229347446,10.2525312815674
5732,id0025604,$5113.79,Conservador,927.28,5871.0,3783.54,15313.76,4588.05,,476.89,42.586867687865,36.258277479990575
5733,id0033259,$77.82,Moderado,,5269.83,3619.96,23204.27,,2235.04,494.26,90.8134383812169,
5734,id0034371,$697.75,Conservador,1549.42,4970.96,3052.8,18379.69,7006.66,2599.46,492.85,22.307107397127652,13.823468149009832
5735,id0013832,$2.39,Conservador,1261.11,4892.92,3692.27,5301.8,5902.22,2374.79,488.09,97.0875885111781,96.4274792738843
5736,id0017220,$920.33,Agressivo,1442.3,5009.45,2717.05,5318.91,5710.71,3041.97,489.12,88.6212792842333,40.531592416846784
5737,id0017199,$73281.81,Moderado,1199.43,5285.58,3135.32,,5521.8,2324.36,513.13,12.66408124918219,64.20307950683592
5738,id0018332,$887.83,Agressivo,,4657.39,3219.05,,5419.99,,526.52,33.2441073508559,
5739,id0000756,$2192.89,Moderado,1120.78,5700.06,2957.66,,5241.43,2202.75,505.99,44.05221130267277,86.07374448598718
5740,id0005450,$2.30,Agressivo,822.82,4801.38,2685.73,5253.12,5708.57,,508.35,51.14548200096085,14.06371277627565
5741,id0016639,$5987.50,Moderado,1065.79,5506.61,2931.06,7978.27,6305.1,,515.9,6.784454358668324,79.35048473381927
5742,id0005876,$79.22,Agressivo,1288.07,4706.25,,15008.23,6502.61,2189.42,506.39,,78.8103892514876
5743,id0031701,$84.47,Moderado,1469.47,5641.92,3818.54,,4543.29,2135.97,487.31,24.766389034111924,37.803908289015055
5744,id0010915,$44496.07,Conservador,,5260.32,3897.93,,4677.78,2230.6,491.14,52.39816549654799,37.22362308387016
5745,id0035634,$57947.18,Moderado,,,3057.47,17569.42,4049.24,2775.95,504.12,5.961179469322175,21.088749230153148
5746,id0030855,$24415.73,Agressivo,1059.07,,2882.29,10015.99,,,508.61,,87.93869877680552
5747,id0016670,$487.77,Conservador,825.48,5311.97,2831.57,,,2414.72,505.0,24.10792467036077,69.6266443103234
5748,id0006815,$6951.35,Moderado,1404.41,5515.66,2916.87,8790.08,4170.18,2654.1,487.65,49.48617144386962,78.43437491501888
5749,id0032509,$5.17,Moderado,,5044.94,2892.52,24666.58,6721.45,2160.52,526.06,0.8906720157923043,98.07733281733846
5750,id0026511,$74.62,Agressivo,1018.95,5042.87,3659.37,,6304.69,2054.97,496.61,32.931742210689805,0.1617704825319199
5751,id0038659,$1797.32,Agressivo,1234.45,,3611.78,,,2159.25,486.49,26.848500434357423,34.49005024111447
5752,id0002096,$10.29,Conservador,,4673.48,2701.96,10850.09,5103.9,,510.66,,96.27082339650956
5753,id0024099,$232.77,Agressivo,833.4,4714.04,,29210.58,4946.55,,506.67,23.48222634253145,97.94059531496522
5754,id0021994,$6667.18,Moderado,1040.47,5291.74,,,6034.54,,510.65,62.25412661611769,21.00776336631691
5755,id0035938,$3297.04,Conservador,864.56,5486.12,,17962.52,,,517.81,8.871707594470447,
5756,id0021432,$78.51,Conservador,981.65,4966.87,2588.0,,7135.76,2023.09,506.08,27.734756533418302,39.33646107029838
5757,id0025297,$60.75,Moderado,,4659.98,3061.25,10272.69,5982.32,2311.12,514.46,34.1852423788692,28.63608421657956
5758,id0004708,$2.64,Moderado,1051.94,5141.87,3513.66,,5564.26,,499.34,0.3793392551280417,30.31623168855717
5759,id0038395,$62.62,Agressivo,1120.43,4948.03,3097.1,,5193.35,,502.9,32.083016937035936,
5760,id0026701,$207.10,Conservador,,4982.65,3619.17,17964.65,4766.2,2213.49,481.75,22.32284288511925,76.57918606546954
5761,id0028036,$9439.55,Agressivo,,4746.97,2503.97,9632.21,6045.26,,489.2,30.49317148023254,1.4478759310856515
5762,id0018176,$45.60,Moderado,1153.9,4944.47,3316.81,,4678.95,,490.36,23.27317406779157,84.72640116877884
5763,id0017871,$55430.69,Conservador,810.04,4569.29,,,,,517.72,32.30843350375107,74.7802043955887
5764,id0001419,$4151.18,Moderado,1572.9,5332.07,,8860.1,4354.69,2392.76,500.2,,66.73977347133595
5765,id0037823,$8.25,Conservador,,4930.9,2686.03,21075.59,6139.72,,501.85,74.11361594205627,5.988338379690983
5766,id0010861,$1462.19,Conservador,1160.7,4634.93,3309.91,17266.81,6528.08,,499.76,43.96950432572775,99.7470148866001
5767,id0002085,$1629.79,Agressivo,,5645.27,2981.24,9762.98,,,505.45,63.2172953763775,65.99816010626186
5768,id0029281,$4.39,Agressivo,,4762.23,2612.16,17259.06,4921.29,2173.03,505.77,43.98474405531878,64.97923572945827
5769,id0014200,$792.99,Conservador,990.8,5236.06,4088.22,,5082.19,,495.68,18.84206100140652,
5770,id0016871,$97.87,Conservador,,5399.0,3344.95,,,,490.51,5.046444849009557,27.01025459333122
5771,id0005569,$19273.51,Moderado,1309.8,5429.6,,25974.9,4944.83,2137.23,521.88,86.6129690170566,64.43571641316511
5772,id0001945,$2.13,Conservador,,5068.95,3018.53,20078.08,,,501.43,54.01048229470913,55.2757655415678
5773,id0007847,$31054.56,Moderado,845.27,5470.73,2559.08,11196.47,6432.4,2146.45,500.65,45.955003232709245,72.02105336378466
5774,id0031080,$1.01,Agressivo,963.61,,,26482.23,4385.05,,506.45,77.72928713430018,93.13032687174608
5775,id0025185,$962.72,Conservador,1245.63,5492.03,3123.56,,4592.85,,514.94,46.37807541534023,65.60266429465062
5776,id0011404,$9190.40,Conservador,851.35,5194.47,,23055.61,,,492.98,44.72935514446508,71.20932156318528
5777,id0021912,$9.47,Moderado,839.16,,3999.44,13590.29,4297.75,2215.19,498.92,27.55520842022764,73.38767302083463
5778,id0028627,$4.82,Agressivo,1025.98,4955.47,3680.71,20695.84,5162.62,,508.55,58.86464330290963,32.61419266325706
5779,id0011746,$94919.39,Agressivo,949.08,5101.51,3423.35,20879.2,5389.93,2516.34,487.95,44.9803866076795,70.73755477634343
5780,id0032240,$19.79,Moderado,996.62,5644.05,3130.5,30209.72,4065.22,2325.76,504.12,59.75923631060134,73.83148552166024
5781,id0019687,$58955.77,Moderado,,4694.47,2968.82,10912.71,7220.92,2757.76,509.72,67.19041320691315,52.353823764194296
5782,id0027931,$4.88,Moderado,873.63,5251.6,3460.0,7224.44,6005.38,,477.33,36.537390284267424,5.535919962618818
5783,id0007915,$5.10,Moderado,1396.94,5637.09,2730.82,27962.45,5843.68,2726.39,507.67,85.7658139128839,54.66493259285616
5784,id0021343,$5637.78,Agressivo,1090.23,5286.58,3362.25,,,,516.22,6.7995375820373845,23.69986074681526
5785,id0037082,$9868.95,Agressivo,1470.34,4937.97,3305.05,13991.89,4360.71,,515.71,57.93940346088472,86.6448238588135
5786,id0003732,$3610.42,Moderado,1310.85,5016.5,2733.03,9064.88,5822.95,2579.89,487.85,66.97128665507451,41.14192024175512
5787,id0004459,$8478.79,Moderado,1264.33,,3880.13,,5337.16,2762.14,486.39,70.17057933629846,47.474408707389024
5788,id0032519,$27.12,Agressivo,1076.34,5475.75,2880.14,12214.61,5587.52,2402.48,492.22,1.1921391518825095,58.21840146146812
5789,id0025369,$13619.88,Agressivo,889.9,4858.44,2730.96,16564.55,5593.3,2114.02,508.15,1.7075560454922756,3.6175485118730033
5790,id0034184,$55.69,Conservador,1170.13,4866.41,,,6252.71,2205.71,504.66,11.577033949488802,57.00239326075363
5791,id0003506,$335.66,Conservador,1523.07,5429.87,,6812.99,5867.4,,501.7,18.550581449508076,51.86925035165918
5792,id0030579,$194.68,Moderado,1090.45,5921.86,3290.51,,4763.41,2306.55,502.78,28.69486495502688,45.90293657651519
5793,id0003011,$83.54,Agressivo,,,4505.28,13506.44,,,508.88,70.21084104466267,56.8934030499166
5794,id0021192,$889.37,Moderado,1025.87,5215.2,2644.86,,4813.05,2235.57,492.07,46.06257151320303,73.83570659732754
5795,id0006908,$880.36,Agressivo,,5763.3,,7124.64,4377.62,2164.67,501.85,21.2277382240072,4.666750204108006
5796,id0033065,$42.12,Conservador,,4989.11,3490.51,,5210.25,,502.83,15.906563853781186,
5797,id0003307,$12.33,Moderado,,4642.7,,,6563.57,2329.11,490.1,11.756681627046072,97.95205084743284
5798,id0006503,$6.55,Agressivo,1261.49,4606.44,3360.13,12122.29,4501.15,,507.18,52.6329816105207,65.06108330779536
5799,id0019973,$14870.41,Moderado,,5253.21,3243.23,18170.03,4845.86,,491.59,16.767996600145263,48.01142511666296
5800,id0035723,$92.86,Agressivo,864.21,4622.94,3032.73,,6142.77,,517.65,26.067199422434573,20.250373067958996
5801,id0007106,$64627.68,Agressivo,,6065.33,2610.31,,,2587.13,504.0,83.32548486841631,12.79572814235751
5802,id0011957,$19.43,Conservador,926.96,5345.17,3009.59,16554.04,4497.22,2272.9,505.8,95.04431877738926,90.5493202218202
5803,id0001971,$8935.87,Moderado,1204.04,5059.53,2654.93,,5782.49,,495.3,5.335121626267658,38.51207719775493
5804,id0024338,$5991.64,Moderado,1378.17,4787.53,2732.72,18008.02,5195.22,,487.68,81.71088637309603,2.881459770092687
5805,id0033332,$94.86,Agressivo,894.09,5352.93,3057.74,10468.74,5878.56,2858.09,487.67,31.92860550528678,82.916219332206
5806,id0034022,$88.89,Agressivo,1047.13,5670.03,3255.95,,5036.16,2541.36,496.0,16.197509172487944,70.46732925907553
5807,id0021590,$164.54,Conservador,913.81,4820.7,3354.6,7134.01,8049.71,,482.51,17.990859711115103,64.33889135613728
5808,id0037092,$93.99,Conservador,1547.48,5586.24,,,5219.79,,525.52,31.03556590401847,38.20285975507406
5809,id0014159,$72310.13,Conservador,,4872.47,3181.58,,5558.52,2842.18,518.91,81.54387881024768,54.80831734415135
5810,id0027075,$48890.24,Moderado,890.26,5021.75,3257.61,,4162.64,,511.89,,6.270502061232575
5811,id0020330,$445.45,Moderado,,,3452.86,,,2034.24,483.68,51.11968457734321,0.5209925745948696
5812,id0036427,$2387.21,Moderado,1209.27,6123.38,3646.92,8635.86,6565.62,,508.99,11.68238418943136,44.18053573066195
5813,id0010507,$5.33,Conservador,,4939.78,2530.14,11972.97,4398.35,,483.7,28.05170253711502,90.90299863259628
5814,id0015933,$307.83,Moderado,923.32,4724.75,2513.3,,5101.11,2572.81,504.11,26.021237327808965,34.58386967060417
5815,id0004585,$71610.37,Agressivo,890.08,,,,5530.1,,501.22,4.816262086853196,60.88202849237857
5816,id0024656,$5.05,Moderado,1244.37,,2743.36,21026.0,6483.3,2033.05,489.69,64.69573803280657,11.784977465819168
5817,id0016655,$3435.82,Conservador,960.56,5246.33,3088.31,6659.65,5596.72,,496.01,63.75726053187,33.89049328561293
5818,id0023297,$617.53,Conservador,,4565.37,3032.59,,5506.99,2160.06,507.36,74.53099334520961,69.33503333044987
5819,id0005147,$319.06,Agressivo,1307.98,,3090.85,,5614.3,2658.62,499.35,91.42743060132112,17.080336494945104
5820,id0014603,$34303.95,Agressivo,984.51,5077.1,2589.27,,,2196.52,496.59,7.323308837683062,52.91159377235319
5821,id0033056,$2.05,Moderado,823.54,4562.37,3238.19,15478.95,,2277.5,490.41,17.392660062668952,87.7093416481896
5822,id0005920,$9182.31,Moderado,1092.71,5765.28,3454.56,11393.14,4694.81,,495.09,86.97189865686804,37.88360357765084
5823,id0016991,$83365.85,Agressivo,1131.67,5413.22,2818.0,9235.67,6053.35,,493.63,48.6212707572625,11.806612973917227
5824,id0016610,$399.25,Conservador,1338.69,5347.15,3156.17,,5800.79,2110.86,514.26,41.924033535630166,38.29738912954331
5825,id0008975,$7213.79,Agressivo,850.55,4996.7,,,6105.16,2335.63,492.97,49.59368942098453,56.38313122210062
5826,id0033528,$7.25,Moderado,1131.26,4696.39,,,6731.5,,494.45,14.048406155717307,63.70489435734687
5827,id0007345,$32.65,Conservador,1401.53,5206.33,,,5433.14,,505.14,77.11953109204767,23.686009373183115
5828,id0018504,$48948.93,Conservador,1115.73,5260.15,2571.62,8000.38,4709.86,2098.35,505.05,12.778070122002106,19.7732447531463
5829,id0026092,$90.42,Moderado,1045.64,,3298.77,,5445.65,,494.29,36.8083649211693,98.15450941952555
5830,id0033865,$47241.31,Agressivo,1426.03,4798.93,2753.94,10990.29,4863.44,,497.97,35.30442948204258,89.13438123846159
5831,id0018614,$47585.69,Moderado,1315.81,5265.17,2512.69,,,,503.74,44.73166261487685,98.07747715821304
5832,id0022855,$6.76,Moderado,969.53,4884.37,4508.27,,5186.17,2053.93,480.8,,76.43175629076542
5833,id0004188,$13.23,Agressivo,854.51,5183.75,3393.34,5297.97,5332.77,,504.91,37.1318601905508,58.532636904740365
5834,id0010826,$880.42,Moderado,1007.0,6183.97,3898.34,,4749.94,2014.52,513.21,35.93708292655522,86.62386164148879
5835,id0005514,$772.95,Agressivo,889.96,4980.33,2635.09,26255.87,4124.55,,505.78,34.333549238545736,24.425339338510145
5836,id0022411,$5.81,Moderado,1262.61,5955.48,3727.44,24726.35,4753.69,2612.24,515.01,12.738537211728696,20.288226470670857
5837,id0008991,$975.16,Conservador,1492.55,5235.34,,13733.97,4044.62,,487.69,88.62548945210904,61.30837510771816
5838,id0019566,$5989.78,Conservador,980.0,4773.42,3688.83,5289.09,6043.86,2541.1,495.94,,82.2537183321896
5839,id0028777,$6.54,Conservador,825.98,,3345.36,22040.84,,2267.84,498.6,14.108226624773724,46.1878630856616
5840,id0020704,$5.36,Agressivo,1316.15,5437.67,3134.07,12342.45,4888.34,2976.87,501.93,27.018114624426936,59.64055301233382
5841,id0003968,$962.22,Conservador,1006.64,5299.39,2879.13,,4652.75,2950.53,489.96,74.41233431415117,71.65504611066828
5842,id0035244,$8696.20,Agressivo,1734.01,,3215.81,8033.56,6908.87,,499.15,34.534826191176194,80.04686348973453
5843,id0013075,$6823.23,Moderado,1138.14,4861.22,2956.14,5477.29,5310.64,2003.41,500.11,25.505789881224796,1.818248420107882
5844,id0037652,$29417.34,Moderado,,5135.66,,,,,501.8,36.670098910953264,70.14814973312065
5845,id0012420,$7.23,Moderado,1168.02,4867.28,,9696.66,4267.76,2081.79,498.2,66.41047975626459,83.83412655072235
5846,id0016237,$3.94,Conservador,,5016.07,3050.72,28191.65,4670.23,2507.43,510.01,13.157601032330934,50.28886418036941
5847,id0011876,$4461.53,Conservador,974.11,4707.73,3539.11,32261.19,4985.97,2126.16,507.12,92.51003037596828,98.54562716772546
5848,id0017940,$3.61,Moderado,1117.09,,2907.51,,,,504.92,95.01746370277154,51.55535082135194
5849,id0029203,$36643.06,Conservador,,5217.35,2904.39,,6373.94,,497.04,,78.41153293459884
5850,id0037565,$28497.48,Agressivo,,5014.82,2713.69,9183.81,6687.89,,475.4,64.84852264233085,42.49633346933296
5851,id0038713,$10.70,Agressivo,935.62,,3161.97,13896.59,,2573.31,492.28,59.92567917051931,25.069037746716997
5852,id0017107,$768.30,Conservador,859.01,4794.47,4195.37,7955.47,4129.99,,517.42,10.912148187055614,58.17364619703657
5853,id0009887,$98.37,Moderado,1385.32,5071.2,3679.96,16553.45,4154.39,,498.04,41.79656245947587,87.76704672048119
5854,id0014688,$842.14,Conservador,1166.85,4663.01,2675.64,23972.99,,2253.59,510.48,43.2031008147416,19.436444916400063
5855,id0006103,$26675.79,Conservador,1214.28,,2955.53,12131.66,,2248.05,500.6,8.27906311598574,38.09182048916895
5856,id0008353,$6.58,Conservador,1284.56,5563.24,4015.13,15599.68,5298.82,,505.19,56.97636207424404,32.90101449796777
5857,id0022982,$869.65,Conservador,1237.57,4856.09,3273.87,10364.71,4202.94,2910.33,516.45,40.49926093737689,11.086600295499604
5858,id0021498,$41637.50,Moderado,,4960.26,3079.54,23752.92,,2150.02,496.14,33.91121952288009,22.09997401427678
5859,id0035174,$47.58,Agressivo,,,3031.21,6564.18,5747.15,,521.23,51.83620374152695,85.84295941042079
5860,id0000628,$49.94,Agressivo,976.41,4655.78,3281.62,15700.23,4406.44,2156.75,482.13,61.85496939764912,42.87711875928183
5861,id0016467,$88.70,Conservador,,4873.01,2643.97,,4054.58,2438.3,499.12,53.58375302314189,
5862,id0002208,$759.67,Agressivo,1035.11,5861.09,4488.05,17108.96,5318.35,,502.6,82.64295998078977,
5863,id0020484,$9277.90,Conservador,1384.78,,3795.57,6022.52,4318.5,,490.03,27.26426816284596,63.39803551701906
5864,id0003373,$87.44,Moderado,1315.72,4606.04,2902.0,29111.44,6929.33,,505.14,,46.94193615411576
5865,id0014926,$45531.15,Conservador,1073.07,4504.15,,19170.98,5148.4,,505.25,43.33278166010427,82.04613494386487
5866,id0006834,$5420.49,Moderado,,5554.45,3098.9,14569.98,6144.87,,484.07,96.60519900570958,20.580659446099705
5867,id0014040,$4.26,Moderado,998.23,5340.85,2667.26,19404.05,5188.72,2279.37,506.8,11.933837591910711,
5868,id0033548,$87.19,Moderado,804.31,4773.84,2739.21,,4735.64,2203.82,492.06,98.97924341141628,82.14674778141742
5869,id0004728,$3.85,Moderado,1075.33,5528.8,,,4262.41,,491.14,69.92270205731147,69.20237260003931
5870,id0003778,$2.98,Agressivo,908.36,4843.93,2792.76,,,2206.03,505.41,59.96181452198188,62.44124958731433
5871,id0016874,$70.14,Moderado,1251.93,4740.07,2581.11,,,,507.74,59.589809820354425,44.57782536867703
5872,id0003097,$631.76,Conservador,1479.37,,2827.02,8554.89,5046.35,,498.74,26.57164572855374,14.796669511905035
5873,id0024715,$58.40,Moderado,1050.72,5103.87,3297.01,,5896.44,2641.1,490.41,13.07216291506944,97.17384593057167
5874,id0000023,$278.28,Agressivo,1160.38,5022.86,,34428.18,5789.92,,507.57,70.51011814088619,65.58437277933375
5875,id0034977,$771.32,Moderado,,4899.74,2871.65,10237.92,5951.68,,496.48,31.863331035433383,54.47216424521408
5876,id0010623,$2282.97,Moderado,1086.64,4951.99,3365.68,6332.89,5544.55,2384.66,484.82,65.70324479518575,77.92560940966456
5877,id0021731,$6.99,Moderado,932.34,4761.55,4077.43,,,,523.83,29.695682066732957,62.03755794435006
5878,id0035814,$135.86,Agressivo,1227.93,,3326.89,26240.0,5672.03,,501.85,,63.693192964488446
5879,id0002424,$94.37,Agressivo,1087.09,4936.36,3734.11,,6672.2,,502.69,70.57089007437024,58.27393389998012
5880,id0004338,$6819.89,Moderado,1130.82,5367.15,4150.8,,,2666.32,515.51,7.140627636797047,47.45498760576002
5881,id0023446,$8017.10,Conservador,1652.2,4892.56,,,6262.16,2213.6,494.22,1.4423005496926544,27.23190621798677
5882,id0023156,$858.40,Conservador,889.84,4702.33,2577.82,,5242.27,,508.2,36.55707771200496,31.254020962529072
5883,id0010162,$9049.50,Moderado,,5297.44,4121.91,,4921.57,,486.97,37.63808191791105,61.24789452246458
5884,id0016227,$7.55,Moderado,,5765.83,3058.21,15389.38,,,506.75,10.544857987153357,34.65515589409572
5885,id0029930,$58209.78,Moderado,1043.04,4583.59,2849.9,22595.74,,,481.95,69.63507524374565,55.399549131300944
5886,id0007266,$3593.45,Moderado,1284.67,,,13405.9,4364.05,2585.61,514.7,18.268242542721303,56.28091607518538
5887,id0024626,$9927.79,Agressivo,911.99,4902.89,2873.54,5519.09,,,485.16,66.64514167719898,91.92023195895004
5888,id0012444,$53024.09,Moderado,1083.95,5067.6,2950.83,8829.73,5537.89,,493.69,67.69449143010368,69.16160134419104
5889,id0001771,$847.03,Conservador,1112.07,4885.0,3456.9,,4961.4,,502.49,99.07342508304846,18.91569836509157
5890,id0000270,$70.24,Agressivo,1005.37,4837.91,3408.75,5847.32,,,492.54,19.37217839174373,30.704459285153817
5891,id0026386,$85.57,Moderado,961.32,5151.15,3395.08,,4319.96,,506.84,33.2747447248951,15.580406340238262
5892,id0022697,$731.69,Moderado,,5168.9,2798.82,,5035.06,2224.8,499.36,13.954299696047237,92.94596352191292
5893,id0008934,$7.11,Moderado,1040.93,5199.5,2717.4,,5004.58,2545.99,486.97,41.806177101468336,73.9632569335924
5894,id0011995,$5431.20,Agressivo,,5178.48,3223.92,,5379.15,,488.06,42.34806867660079,88.14569301947225
5895,id0033639,$51.29,Agressivo,938.58,5101.63,2501.35,16643.42,6001.45,2184.33,504.94,34.494426724141825,32.079055740085
5896,id0029564,$58775.89,Conservador,1189.82,5347.95,3430.54,,,2082.82,504.24,34.3390684094405,72.83434084555923
5897,id0011641,$743.62,Agressivo,,,2763.5,,4846.87,2476.09,488.97,14.215116045974142,53.55059472667945
5898,id0022415,$9.11,Conservador,826.87,5822.08,2734.56,15565.79,4879.05,2813.78,500.78,,51.71175772924753
5899,id0016548,$1889.25,Agressivo,1398.62,5448.38,2520.81,8831.16,4751.3,,496.85,99.91430187852208,63.933377985070784
5900,id0027927,$7.53,Moderado,,5413.78,,28251.28,6165.05,,490.35,50.60020625736331,49.17464949485609
5901,id0025058,$17345.46,Conservador,1150.84,5183.95,2503.72,,5653.27,2660.85,499.31,21.7755306290492,46.91471670701905
5902,id0030536,$4.23,Moderado,,5315.85,3350.33,15910.89,5729.6,,507.29,,39.22453842499342
5903,id0001749,$3752.16,Conservador,962.02,5912.97,,,,,495.73,,74.28322785907056
5904,id0008737,$21.60,Conservador,,5240.15,3441.75,11331.1,5910.93,2801.0,488.58,99.48364674014137,32.74970095587805
5905,id0009652,$8060.83,Conservador,1337.41,5065.76,3170.09,,4282.91,,490.93,39.23181086723609,30.35222404682787
5906,id0008905,$20323.63,Conservador,1115.93,5466.8,3200.66,15711.36,6199.16,2558.02,512.5,68.32124463425274,66.55972255914521
5907,id0025292,$20779.35,Moderado,949.25,,2698.49,8431.48,5908.87,,498.65,26.970530171210903,91.58920499584129
5908,id0010622,$68.32,Agressivo,834.39,5143.24,2874.92,5025.57,4866.09,2215.03,504.0,63.54998794078804,61.08441748515308
5909,id0000708,$72651.61,Moderado,1681.5,5042.27,2885.71,25339.34,,3054.03,489.07,25.027620385944623,53.37642139388813
5910,id0006068,$843.37,Moderado,1050.24,5497.86,3178.7,12358.99,4272.89,2520.15,499.2,66.78842234068199,13.016551679320845
5911,id0027878,$90329.61,Moderado,1541.68,4671.82,3383.4,,4885.44,,494.46,15.358720319459271,87.92937420741409
5912,id0006280,$31.04,Agressivo,1177.19,4566.64,3129.04,,4933.69,2839.33,493.43,34.64331344985937,32.09200015367464
5913,id0005397,$9.10,Moderado,833.22,4885.12,3473.25,10891.12,5287.75,,510.93,37.808176641994336,16.248322299017413
5914,id0005452,$128.55,Agressivo,906.24,6463.79,3176.43,,5035.72,,509.77,24.5164317680456,27.2530635076887
5915,id0016164,$8433.96,Conservador,,4505.35,3011.06,13235.65,,2084.89,507.84,72.98377184300342,99.16847312681296
5916,id0016173,$696.78,Moderado,832.46,5173.29,3035.23,10114.99,5544.14,2465.49,497.48,0.2818955646368581,31.624390018379334
5917,id0016525,$8350.33,Moderado,1394.94,,2719.83,,,2676.5,496.8,15.1105906720725,52.87613920868807
5918,id0008036,$427.62,Conservador,969.39,4530.78,,13677.19,4346.37,,514.41,45.11312341298401,58.17385493150683
5919,id0019170,$82602.45,Agressivo,1067.72,5393.77,2903.95,24945.38,4496.65,2054.21,505.55,46.61962902060661,83.76446714215776
5920,id0001976,$4819.67,Moderado,1038.52,5426.02,2758.89,6386.66,5950.77,,495.39,81.96157554702057,98.56005707484218
